Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Test Cases/Login admin,Firefox 59.0,,2018-05-10 16:32:45,2018-05-10 16:32:56,10.153s,PASSED
openBrowser,Firefox 59.0,,2018-05-10 16:32:46,2018-05-10 16:32:48,2.765s,PASSED
navigateToUrl,Firefox 59.0,,2018-05-10 16:32:48,2018-05-10 16:32:54,5.385s,PASSED
setText,Firefox 59.0,,2018-05-10 16:32:54,2018-05-10 16:32:54,0.094s,PASSED
setText,Firefox 59.0,,2018-05-10 16:32:54,2018-05-10 16:32:54,0.094s,PASSED
click,Firefox 59.0,,2018-05-10 16:32:54,2018-05-10 16:32:54,0.283s,PASSED
verifyElementText,Firefox 59.0,,2018-05-10 16:32:54,2018-05-10 16:32:55,1.020s,PASSED
verifyElementText,Firefox 59.0,,2018-05-10 16:32:55,2018-05-10 16:32:55,0.072s,PASSED
closeBrowser,Firefox 59.0,,2018-05-10 16:32:55,2018-05-10 16:32:56,0.248s,PASSED
,,,,,,
Test Cases/Login page,Firefox 59.0,,2018-05-10 16:32:56,2018-05-10 16:33:04,8.438s,PASSED
openBrowser,Firefox 59.0,,2018-05-10 16:32:56,2018-05-10 16:32:59,2.814s,PASSED
navigateToUrl,Firefox 59.0,,2018-05-10 16:32:59,2018-05-10 16:33:04,5.016s,PASSED
click,Firefox 59.0,,2018-05-10 16:33:04,2018-05-10 16:33:04,0.248s,PASSED
closeBrowser,Firefox 59.0,,2018-05-10 16:33:04,2018-05-10 16:33:04,0.173s,PASSED
,,,,,,
Test Cases/Login user,Firefox 59.0,,2018-05-10 16:33:04,2018-05-10 16:33:13,9.455s,PASSED
openBrowser,Firefox 59.0,,2018-05-10 16:33:04,2018-05-10 16:33:07,2.788s,PASSED
navigateToUrl,Firefox 59.0,,2018-05-10 16:33:07,2018-05-10 16:33:12,4.753s,PASSED
setText,Firefox 59.0,,2018-05-10 16:33:12,2018-05-10 16:33:12,0.089s,PASSED
setText,Firefox 59.0,,2018-05-10 16:33:12,2018-05-10 16:33:12,0.076s,PASSED
click,Firefox 59.0,,2018-05-10 16:33:12,2018-05-10 16:33:12,0.292s,PASSED
verifyElementText,Firefox 59.0,,2018-05-10 16:33:12,2018-05-10 16:33:13,1.024s,PASSED
verifyElementText,Firefox 59.0,,2018-05-10 16:33:13,2018-05-10 16:33:13,0.021s,PASSED
closeBrowser,Firefox 59.0,,2018-05-10 16:33:13,2018-05-10 16:33:13,0.195s,PASSED
,,,,,,
Test Cases/User require username,Firefox 59.0,,2018-05-10 16:33:13,2018-05-10 16:33:22,8.636s,PASSED
openBrowser,Firefox 59.0,,2018-05-10 16:33:14,2018-05-10 16:33:16,2.863s,PASSED
navigateToUrl,Firefox 59.0,,2018-05-10 16:33:16,2018-05-10 16:33:21,4.841s,PASSED
setText,Firefox 59.0,,2018-05-10 16:33:21,2018-05-10 16:33:21,0.087s,PASSED
click,Firefox 59.0,,2018-05-10 16:33:21,2018-05-10 16:33:22,0.251s,PASSED
click,Firefox 59.0,,2018-05-10 16:33:22,2018-05-10 16:33:22,0.228s,PASSED
verifyElementText,Firefox 59.0,,2018-05-10 16:33:22,2018-05-10 16:33:22,0.016s,PASSED
closeBrowser,Firefox 59.0,,2018-05-10 16:33:22,2018-05-10 16:33:22,0.208s,PASSED
,,,,,,
Test Cases/User require username,Firefox 59.0,,2018-05-10 16:33:22,2018-05-10 16:33:33,10.770s,PASSED
openBrowser,Firefox 59.0,,2018-05-10 16:33:22,2018-05-10 16:33:25,2.999s,PASSED
navigateToUrl,Firefox 59.0,,2018-05-10 16:33:25,2018-05-10 16:33:32,6.920s,PASSED
setText,Firefox 59.0,,2018-05-10 16:33:32,2018-05-10 16:33:32,0.092s,PASSED
click,Firefox 59.0,,2018-05-10 16:33:32,2018-05-10 16:33:32,0.264s,PASSED
click,Firefox 59.0,,2018-05-10 16:33:32,2018-05-10 16:33:33,0.235s,PASSED
verifyElementText,Firefox 59.0,,2018-05-10 16:33:33,2018-05-10 16:33:33,0.025s,PASSED
closeBrowser,Firefox 59.0,,2018-05-10 16:33:33,2018-05-10 16:33:33,0.234s,PASSED
,,,,,,
Test Cases/User require username,Firefox 59.0,,2018-05-10 16:33:33,2018-05-10 16:33:42,9.307s,PASSED
openBrowser,Firefox 59.0,,2018-05-10 16:33:33,2018-05-10 16:33:36,2.927s,PASSED
navigateToUrl,Firefox 59.0,,2018-05-10 16:33:36,2018-05-10 16:33:41,5.549s,PASSED
setText,Firefox 59.0,,2018-05-10 16:33:41,2018-05-10 16:33:41,0.096s,PASSED
click,Firefox 59.0,,2018-05-10 16:33:41,2018-05-10 16:33:42,0.253s,PASSED
click,Firefox 59.0,,2018-05-10 16:33:42,2018-05-10 16:33:42,0.243s,PASSED
verifyElementText,Firefox 59.0,,2018-05-10 16:33:42,2018-05-10 16:33:42,0.023s,PASSED
closeBrowser,Firefox 59.0,,2018-05-10 16:33:42,2018-05-10 16:33:42,0.207s,PASSED
,,,,,,
Test Cases/User require username,Firefox 59.0,,2018-05-10 16:33:42,2018-05-10 16:33:52,9.527s,PASSED
openBrowser,Firefox 59.0,,2018-05-10 16:33:42,2018-05-10 16:33:45,2.868s,PASSED
navigateToUrl,Firefox 59.0,,2018-05-10 16:33:45,2018-05-10 16:33:51,5.830s,PASSED
setText,Firefox 59.0,,2018-05-10 16:33:51,2018-05-10 16:33:51,0.080s,PASSED
click,Firefox 59.0,,2018-05-10 16:33:51,2018-05-10 16:33:51,0.261s,PASSED
click,Firefox 59.0,,2018-05-10 16:33:51,2018-05-10 16:33:51,0.226s,PASSED
verifyElementText,Firefox 59.0,,2018-05-10 16:33:51,2018-05-10 16:33:51,0.015s,PASSED
closeBrowser,Firefox 59.0,,2018-05-10 16:33:51,2018-05-10 16:33:52,0.233s,PASSED
,,,,,,
Test Cases/Logout,Firefox 59.0,,2018-05-10 16:33:52,2018-05-10 16:34:03,11.352s,PASSED
openBrowser,Firefox 59.0,,2018-05-10 16:33:52,2018-05-10 16:33:55,2.858s,PASSED
navigateToUrl,Firefox 59.0,,2018-05-10 16:33:55,2018-05-10 16:34:01,6.101s,PASSED
setText,Firefox 59.0,,2018-05-10 16:34:01,2018-05-10 16:34:01,0.092s,PASSED
setText,Firefox 59.0,,2018-05-10 16:34:01,2018-05-10 16:34:01,0.071s,PASSED
click,Firefox 59.0,,2018-05-10 16:34:01,2018-05-10 16:34:01,0.268s,PASSED
click,Firefox 59.0,,2018-05-10 16:34:01,2018-05-10 16:34:03,1.287s,PASSED
click,Firefox 59.0,,2018-05-10 16:34:03,2018-05-10 16:34:03,0.256s,PASSED
verifyElementText,Firefox 59.0,,2018-05-10 16:34:03,2018-05-10 16:34:03,0.016s,PASSED
closeBrowser,Firefox 59.0,,2018-05-10 16:34:03,2018-05-10 16:34:03,0.251s,PASSED
,,,,,,
Test Cases/Change amount of product,Firefox 59.0,,2018-05-10 16:34:03,2018-05-10 16:34:14,10.673s,PASSED
openBrowser,Firefox 59.0,,2018-05-10 16:34:03,2018-05-10 16:34:06,2.868s,PASSED
navigateToUrl,Firefox 59.0,,2018-05-10 16:34:06,2018-05-10 16:34:11,4.560s,PASSED
setText,Firefox 59.0,,2018-05-10 16:34:11,2018-05-10 16:34:11,0.101s,PASSED
setText,Firefox 59.0,,2018-05-10 16:34:11,2018-05-10 16:34:11,0.106s,PASSED
click,Firefox 59.0,,2018-05-10 16:34:11,2018-05-10 16:34:11,0.279s,PASSED
click,Firefox 59.0,,2018-05-10 16:34:11,2018-05-10 16:34:12,1.242s,PASSED
click,Firefox 59.0,,2018-05-10 16:34:12,2018-05-10 16:34:13,0.281s,PASSED
setText,Firefox 59.0,,2018-05-10 16:34:13,2018-05-10 16:34:13,0.086s,PASSED
click,Firefox 59.0,,2018-05-10 16:34:13,2018-05-10 16:34:13,0.068s,PASSED
acceptAlert,Firefox 59.0,,2018-05-10 16:34:13,2018-05-10 16:34:13,0.063s,PASSED
verifyElementText,Firefox 59.0,,2018-05-10 16:34:13,2018-05-10 16:34:13,0.577s,PASSED
closeBrowser,Firefox 59.0,,2018-05-10 16:34:13,2018-05-10 16:34:14,0.296s,PASSED
,,,,,,
Test Cases/Add items,Firefox 59.0,,2018-05-10 16:34:14,2018-05-10 16:34:32,18.719s,PASSED
openBrowser,Firefox 59.0,,2018-05-10 16:34:14,2018-05-10 16:34:17,3.025s,PASSED
navigateToUrl,Firefox 59.0,,2018-05-10 16:34:17,2018-05-10 16:34:30,13.254s,PASSED
setText,Firefox 59.0,,2018-05-10 16:34:30,2018-05-10 16:34:30,0.100s,PASSED
setText,Firefox 59.0,,2018-05-10 16:34:30,2018-05-10 16:34:30,0.090s,PASSED
click,Firefox 59.0,,2018-05-10 16:34:30,2018-05-10 16:34:31,0.260s,PASSED
click,Firefox 59.0,,2018-05-10 16:34:31,2018-05-10 16:34:32,1.296s,PASSED
click,Firefox 59.0,,2018-05-10 16:34:32,2018-05-10 16:34:32,0.264s,PASSED
verifyElementText,Firefox 59.0,,2018-05-10 16:34:32,2018-05-10 16:34:32,0.026s,PASSED
closeBrowser,Firefox 59.0,,2018-05-10 16:34:32,2018-05-10 16:34:32,0.224s,PASSED
