Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
openBrowser,Chrome 66.0.3359.139,,2018-05-09 17:12:24,2018-05-09 17:12:26,2.247s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-09 17:12:26,2018-05-09 17:12:36,10.016s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-09 17:12:36,2018-05-09 17:12:36,0.241s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-09 17:12:36,2018-05-09 17:12:36,0.291s,PASSED
click,Chrome 66.0.3359.139,,2018-05-09 17:12:36,2018-05-09 17:12:37,0.576s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-09 17:12:37,2018-05-09 17:12:38,1.290s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-09 17:12:38,2018-05-09 17:12:38,0.100s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-09 17:12:38,2018-05-09 17:12:39,0.767s,PASSED
,,,,,,
Test Cases/Login page,Chrome 66.0.3359.139,,2018-05-09 17:12:39,2018-05-09 17:12:51,11.996s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-09 17:12:39,2018-05-09 17:12:42,2.416s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-09 17:12:42,2018-05-09 17:12:50,8.358s,PASSED
click,Chrome 66.0.3359.139,,2018-05-09 17:12:50,2018-05-09 17:12:50,0.159s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-09 17:12:50,2018-05-09 17:12:51,0.727s,PASSED
,,,,,,
Test Cases/Login user,Chrome 66.0.3359.139,,2018-05-09 17:12:51,2018-05-09 17:13:11,20.287s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-09 17:12:51,2018-05-09 17:12:54,2.189s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-09 17:12:54,2018-05-09 17:13:09,15.334s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-09 17:13:09,2018-05-09 17:13:09,0.205s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-09 17:13:09,2018-05-09 17:13:09,0.161s,PASSED
click,Chrome 66.0.3359.139,,2018-05-09 17:13:09,2018-05-09 17:13:09,0.148s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-09 17:13:09,2018-05-09 17:13:11,1.148s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-09 17:13:11,2018-05-09 17:13:11,0.058s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-09 17:13:11,2018-05-09 17:13:11,0.723s,PASSED
,,,,,,
Test Cases/User require username,Chrome 66.0.3359.139,,2018-05-09 17:13:11,2018-05-09 17:13:24,12.304s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-09 17:13:12,2018-05-09 17:13:14,2.468s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-09 17:13:14,2018-05-09 17:13:22,8.207s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-09 17:13:22,2018-05-09 17:13:23,0.198s,PASSED
click,Chrome 66.0.3359.139,,2018-05-09 17:13:23,2018-05-09 17:13:23,0.201s,PASSED
click,Chrome 66.0.3359.139,,2018-05-09 17:13:23,2018-05-09 17:13:23,0.123s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-09 17:13:23,2018-05-09 17:13:23,0.047s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-09 17:13:23,2018-05-09 17:13:24,0.749s,PASSED
,,,,,,
Test Cases/User require username,Chrome 66.0.3359.139,,2018-05-09 17:13:24,2018-05-09 17:13:39,14.935s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-09 17:13:24,2018-05-09 17:13:26,2.227s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-09 17:13:26,2018-05-09 17:13:37,11.327s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-09 17:13:37,2018-05-09 17:13:38,0.272s,PASSED
click,Chrome 66.0.3359.139,,2018-05-09 17:13:38,2018-05-09 17:13:38,0.147s,PASSED
click,Chrome 66.0.3359.139,,2018-05-09 17:13:38,2018-05-09 17:13:38,0.148s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-09 17:13:38,2018-05-09 17:13:38,0.045s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-09 17:13:38,2018-05-09 17:13:39,0.746s,PASSED
,,,,,,
Test Cases/User require username,Chrome 66.0.3359.139,,2018-05-09 17:13:39,2018-05-09 17:13:53,14.730s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-09 17:13:39,2018-05-09 17:13:41,2.423s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-09 17:13:41,2018-05-09 17:13:52,10.995s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-09 17:13:52,2018-05-09 17:13:52,0.285s,PASSED
click,Chrome 66.0.3359.139,,2018-05-09 17:13:52,2018-05-09 17:13:52,0.120s,PASSED
click,Chrome 66.0.3359.139,,2018-05-09 17:13:52,2018-05-09 17:13:53,0.105s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-09 17:13:53,2018-05-09 17:13:53,0.038s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-09 17:13:53,2018-05-09 17:13:53,0.748s,PASSED
,,,,,,
Test Cases/Logout,Chrome 66.0.3359.139,,2018-05-09 17:13:53,2018-05-09 17:14:11,18.001s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-09 17:13:54,2018-05-09 17:13:56,2.332s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-09 17:13:56,2018-05-09 17:14:09,12.813s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-09 17:14:09,2018-05-09 17:14:09,0.196s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-09 17:14:09,2018-05-09 17:14:09,0.171s,PASSED
click,Chrome 66.0.3359.139,,2018-05-09 17:14:09,2018-05-09 17:14:09,0.128s,PASSED
click,Chrome 66.0.3359.139,,2018-05-09 17:14:09,2018-05-09 17:14:10,1.164s,PASSED
click,Chrome 66.0.3359.139,,2018-05-09 17:14:10,2018-05-09 17:14:11,0.089s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-09 17:14:11,2018-05-09 17:14:11,0.054s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-09 17:14:11,2018-05-09 17:14:11,0.748s,PASSED
,,,,,,
Test Cases/Change amount of product,Chrome 66.0.3359.139,,2018-05-09 17:14:11,2018-05-09 17:14:30,18.447s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-09 17:14:12,2018-05-09 17:14:14,2.120s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-09 17:14:14,2018-05-09 17:14:26,11.587s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-09 17:14:26,2018-05-09 17:14:26,0.188s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-09 17:14:26,2018-05-09 17:14:26,0.282s,PASSED
click,Chrome 66.0.3359.139,,2018-05-09 17:14:26,2018-05-09 17:14:26,0.209s,PASSED
click,Chrome 66.0.3359.139,,2018-05-09 17:14:26,2018-05-09 17:14:28,1.762s,PASSED
click,Chrome 66.0.3359.139,,2018-05-09 17:14:28,2018-05-09 17:14:28,0.119s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-09 17:14:28,2018-05-09 17:14:28,0.142s,PASSED
click,Chrome 66.0.3359.139,,2018-05-09 17:14:28,2018-05-09 17:14:28,0.130s,PASSED
acceptAlert,Chrome 66.0.3359.139,,2018-05-09 17:14:28,2018-05-09 17:14:28,0.037s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-09 17:14:28,2018-05-09 17:14:29,0.639s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-09 17:14:29,2018-05-09 17:14:30,0.782s,PASSED
,,,,,,
Test Cases/Add items,Chrome 66.0.3359.139,,2018-05-09 17:14:30,2018-05-09 17:14:44,14.511s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-09 17:14:30,2018-05-09 17:14:33,2.644s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-09 17:14:33,2018-05-09 17:14:41,8.156s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-09 17:14:41,2018-05-09 17:14:41,0.194s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-09 17:14:41,2018-05-09 17:14:41,0.221s,PASSED
click,Chrome 66.0.3359.139,,2018-05-09 17:14:41,2018-05-09 17:14:42,0.138s,PASSED
click,Chrome 66.0.3359.139,,2018-05-09 17:14:42,2018-05-09 17:14:43,1.822s,PASSED
click,Chrome 66.0.3359.139,,2018-05-09 17:14:43,2018-05-09 17:14:44,0.142s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-09 17:14:44,2018-05-09 17:14:44,0.057s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-09 17:14:44,2018-05-09 17:14:44,0.729s,PASSED
