Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
openBrowser,Chrome 66.0.3359.139,,2018-05-09 17:36:20,2018-05-09 17:36:22,2.180s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-09 17:36:22,2018-05-09 17:36:34,12.623s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-09 17:36:34,2018-05-09 17:36:35,0.202s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-09 17:36:35,2018-05-09 17:36:35,0.142s,PASSED
click,Chrome 66.0.3359.139,,2018-05-09 17:36:35,2018-05-09 17:36:35,0.134s,PASSED
click,Chrome 66.0.3359.139,,2018-05-09 17:36:35,2018-05-09 17:36:37,1.801s,PASSED
click,Chrome 66.0.3359.139,,2018-05-09 17:36:37,2018-05-09 17:36:37,0.229s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-09 17:36:37,2018-05-09 17:36:37,0.211s,PASSED
click,Chrome 66.0.3359.139,,2018-05-09 17:36:37,2018-05-09 17:36:37,0.125s,PASSED
acceptAlert,Chrome 66.0.3359.139,,2018-05-09 17:36:37,2018-05-09 17:36:37,0.031s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-09 17:36:37,2018-05-09 17:36:38,1.013s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-09 17:36:38,2018-05-09 17:36:39,0.953s,PASSED
,,,,,,
Test Cases/Add items,Chrome 66.0.3359.139,,2018-05-09 17:36:39,2018-05-09 17:36:55,15.823s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-09 17:36:40,2018-05-09 17:36:42,2.156s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-09 17:36:42,2018-05-09 17:36:52,9.938s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-09 17:36:52,2018-05-09 17:36:52,0.220s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-09 17:36:52,2018-05-09 17:36:52,0.251s,PASSED
click,Chrome 66.0.3359.139,,2018-05-09 17:36:52,2018-05-09 17:36:52,0.153s,PASSED
click,Chrome 66.0.3359.139,,2018-05-09 17:36:52,2018-05-09 17:36:54,1.847s,PASSED
click,Chrome 66.0.3359.139,,2018-05-09 17:36:54,2018-05-09 17:36:54,0.146s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-09 17:36:54,2018-05-09 17:36:54,0.058s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-09 17:36:54,2018-05-09 17:36:55,0.726s,PASSED
