Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
setText,Chrome 66.0.3359.139,,2018-05-10 17:51:46,2018-05-10 17:51:46,0.179s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 17:51:46,2018-05-10 17:51:46,0.152s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:51:46,2018-05-10 17:51:46,0.132s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:51:46,2018-05-10 17:51:48,1.647s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:51:48,2018-05-10 17:51:48,0.139s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 17:51:48,2018-05-10 17:51:48,0.123s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:51:48,2018-05-10 17:51:48,0.110s,PASSED
acceptAlert,Chrome 66.0.3359.139,,2018-05-10 17:51:48,2018-05-10 17:51:48,0.044s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 17:51:48,2018-05-10 17:51:49,0.581s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-10 17:51:49,2018-05-10 17:51:50,0.697s,PASSED
,,,,,,
Test Cases/Login admin,Chrome 66.0.3359.139,,2018-05-10 17:51:50,2018-05-10 17:51:59,9.275s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 17:51:50,2018-05-10 17:51:52,2.028s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 17:51:52,2018-05-10 17:51:57,4.785s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 17:51:57,2018-05-10 17:51:57,0.171s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 17:51:57,2018-05-10 17:51:57,0.145s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:51:57,2018-05-10 17:51:57,0.126s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 17:51:57,2018-05-10 17:51:58,1.096s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 17:51:58,2018-05-10 17:51:58,0.108s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-10 17:51:58,2018-05-10 17:51:59,0.688s,PASSED
,,,,,,
Test Cases/Login page,Chrome 66.0.3359.139,,2018-05-10 17:51:59,2018-05-10 17:52:10,10.792s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 17:51:59,2018-05-10 17:52:01,1.929s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 17:52:01,2018-05-10 17:52:09,7.856s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:52:09,2018-05-10 17:52:09,0.112s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-10 17:52:09,2018-05-10 17:52:10,0.684s,PASSED
,,,,,,
Test Cases/Login user,Chrome 66.0.3359.139,,2018-05-10 17:52:10,2018-05-10 17:52:19,8.821s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 17:52:10,2018-05-10 17:52:12,1.939s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 17:52:12,2018-05-10 17:52:16,4.449s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 17:52:16,2018-05-10 17:52:17,0.161s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 17:52:17,2018-05-10 17:52:17,0.135s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:52:17,2018-05-10 17:52:17,0.117s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 17:52:17,2018-05-10 17:52:18,1.073s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 17:52:18,2018-05-10 17:52:18,0.075s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-10 17:52:18,2018-05-10 17:52:19,0.693s,PASSED
,,,,,,
Test Cases/Logout,Chrome 66.0.3359.139,,2018-05-10 17:52:19,2018-05-10 17:52:58,38.883s,FAILED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 17:52:19,2018-05-10 17:52:21,2.037s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 17:52:21,2018-05-10 17:52:26,4.874s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 17:52:26,2018-05-10 17:52:26,0.347s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 17:52:26,2018-05-10 17:52:26,0.251s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:52:26,2018-05-10 17:52:27,0.231s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:52:27,2018-05-10 17:52:58,30.919s,FAILED
,,,,,,
Test Cases/Total Transaction,Chrome 66.0.3359.139,,2018-05-10 17:52:58,2018-05-10 17:53:10,12.147s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 17:52:58,2018-05-10 17:53:00,2.653s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 17:53:00,2018-05-10 17:53:06,5.290s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 17:53:06,2018-05-10 17:53:06,0.173s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 17:53:06,2018-05-10 17:53:06,0.136s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:53:06,2018-05-10 17:53:06,0.106s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:53:06,2018-05-10 17:53:07,1.207s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:53:07,2018-05-10 17:53:08,0.592s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:53:08,2018-05-10 17:53:08,0.076s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:53:08,2018-05-10 17:53:08,0.069s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:53:08,2018-05-10 17:53:08,0.073s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:53:08,2018-05-10 17:53:08,0.061s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:53:08,2018-05-10 17:53:08,0.075s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:53:08,2018-05-10 17:53:08,0.150s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:53:08,2018-05-10 17:53:08,0.101s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:53:08,2018-05-10 17:53:09,0.091s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 17:53:09,2018-05-10 17:53:09,0.070s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 17:53:09,2018-05-10 17:53:09,0.042s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 17:53:09,2018-05-10 17:53:09,0.039s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 17:53:09,2018-05-10 17:53:09,0.042s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 17:53:09,2018-05-10 17:53:09,0.045s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 17:53:09,2018-05-10 17:53:09,0.042s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 17:53:09,2018-05-10 17:53:09,0.052s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 17:53:09,2018-05-10 17:53:09,0.039s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 17:53:09,2018-05-10 17:53:09,0.035s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-10 17:53:09,2018-05-10 17:53:10,0.706s,PASSED
,,,,,,
Test Cases/User require password,Chrome 66.0.3359.139,,2018-05-10 17:53:10,2018-05-10 17:53:50,40.691s,FAILED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 17:53:10,2018-05-10 17:53:12,1.992s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 17:53:12,2018-05-10 17:53:19,7.046s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 17:53:19,2018-05-10 17:53:19,0.170s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:53:19,2018-05-10 17:53:19,0.155s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 17:53:19,2018-05-10 17:53:50,31.159s,FAILED
,,,,,,
Test Cases/User require password,Chrome 66.0.3359.139,,2018-05-10 17:53:50,2018-05-10 17:54:00,9.345s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 17:53:50,2018-05-10 17:53:53,2.622s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 17:53:53,2018-05-10 17:53:59,5.709s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 17:53:59,2018-05-10 17:53:59,0.170s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:53:59,2018-05-10 17:53:59,0.118s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 17:53:59,2018-05-10 17:53:59,0.042s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-10 17:53:59,2018-05-10 17:54:00,0.672s,PASSED
,,,,,,
Test Cases/User require password,Chrome 66.0.3359.139,,2018-05-10 17:54:00,2018-05-10 17:54:38,37.863s,FAILED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 17:54:00,2018-05-10 17:54:02,1.963s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 17:54:02,2018-05-10 17:54:06,4.554s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 17:54:06,2018-05-10 17:54:06,0.112s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:54:06,2018-05-10 17:54:06,0.130s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 17:54:06,2018-05-10 17:54:38,31.096s,FAILED
,,,,,,
Test Cases/User require password,Chrome 66.0.3359.139,,2018-05-10 17:54:38,2018-05-10 17:55:22,44.056s,FAILED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 17:54:38,2018-05-10 17:54:40,2.620s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 17:54:40,2018-05-10 17:54:50,10.082s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 17:54:50,2018-05-10 17:54:50,0.138s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:54:50,2018-05-10 17:54:51,0.105s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 17:54:51,2018-05-10 17:55:22,31.103s,FAILED
,,,,,,
Test Cases/User require username,Chrome 66.0.3359.139,,2018-05-10 17:55:22,2018-05-10 17:56:00,38.642s,FAILED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 17:55:22,2018-05-10 17:55:24,2.614s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 17:55:24,2018-05-10 17:55:29,4.819s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 17:55:29,2018-05-10 17:55:29,0.121s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:55:29,2018-05-10 17:55:29,0.120s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:55:29,2018-05-10 17:56:00,30.841s,FAILED
,,,,,,
Test Cases/User require username,Chrome 66.0.3359.139,,2018-05-10 17:56:00,2018-05-10 17:56:39,38.688s,FAILED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 17:56:00,2018-05-10 17:56:03,2.605s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 17:56:03,2018-05-10 17:56:08,4.877s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 17:56:08,2018-05-10 17:56:08,0.129s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:56:08,2018-05-10 17:56:08,0.118s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:56:08,2018-05-10 17:56:39,30.943s,FAILED
,,,,,,
Test Cases/User require username,Chrome 66.0.3359.139,,2018-05-10 17:56:39,2018-05-10 17:57:17,38.267s,FAILED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 17:56:39,2018-05-10 17:56:42,2.610s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 17:56:42,2018-05-10 17:56:46,4.481s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 17:56:46,2018-05-10 17:56:46,0.123s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:56:46,2018-05-10 17:56:46,0.112s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 17:56:46,2018-05-10 17:57:17,30.934s,FAILED
