Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
navigateToUrl,Firefox 60.0,,2018-05-10 18:24:59,2018-05-10 18:25:12,12.792s,PASSED
setText,Firefox 60.0,,2018-05-10 18:25:12,2018-05-10 18:25:12,0.143s,PASSED
setText,Firefox 60.0,,2018-05-10 18:25:12,2018-05-10 18:25:12,0.194s,PASSED
click,Firefox 60.0,,2018-05-10 18:25:12,2018-05-10 18:25:12,0.358s,PASSED
verifyElementText,Firefox 60.0,,2018-05-10 18:25:12,2018-05-10 18:25:14,1.044s,PASSED
verifyElementText,Firefox 60.0,,2018-05-10 18:25:14,2018-05-10 18:25:14,0.021s,PASSED
closeBrowser,Firefox 60.0,,2018-05-10 18:25:14,2018-05-10 18:25:14,0.395s,PASSED
,,,,,,
Test Cases/Login page,Firefox 60.0,,2018-05-10 18:25:14,2018-05-10 18:25:23,8.581s,PASSED
openBrowser,Firefox 60.0,,2018-05-10 18:25:14,2018-05-10 18:25:17,2.752s,PASSED
navigateToUrl,Firefox 60.0,,2018-05-10 18:25:17,2018-05-10 18:25:22,5.015s,PASSED
click,Firefox 60.0,,2018-05-10 18:25:22,2018-05-10 18:25:22,0.251s,PASSED
closeBrowser,Firefox 60.0,,2018-05-10 18:25:22,2018-05-10 18:25:23,0.211s,PASSED
,,,,,,
Test Cases/Login user,Firefox 60.0,,2018-05-10 18:25:23,2018-05-10 18:25:32,9.955s,PASSED
openBrowser,Firefox 60.0,,2018-05-10 18:25:23,2018-05-10 18:25:25,2.747s,PASSED
navigateToUrl,Firefox 60.0,,2018-05-10 18:25:25,2018-05-10 18:25:31,5.269s,PASSED
setText,Firefox 60.0,,2018-05-10 18:25:31,2018-05-10 18:25:31,0.099s,PASSED
setText,Firefox 60.0,,2018-05-10 18:25:31,2018-05-10 18:25:31,0.083s,PASSED
click,Firefox 60.0,,2018-05-10 18:25:31,2018-05-10 18:25:31,0.283s,PASSED
verifyElementText,Firefox 60.0,,2018-05-10 18:25:31,2018-05-10 18:25:32,1.038s,PASSED
verifyElementText,Firefox 60.0,,2018-05-10 18:25:32,2018-05-10 18:25:32,0.022s,PASSED
closeBrowser,Firefox 60.0,,2018-05-10 18:25:32,2018-05-10 18:25:32,0.222s,PASSED
,,,,,,
Test Cases/Logout,Firefox 60.0,,2018-05-10 18:25:32,2018-05-10 18:25:52,19.234s,PASSED
openBrowser,Firefox 60.0,,2018-05-10 18:25:33,2018-05-10 18:25:36,2.820s,PASSED
navigateToUrl,Firefox 60.0,,2018-05-10 18:25:36,2018-05-10 18:25:50,14.231s,PASSED
setText,Firefox 60.0,,2018-05-10 18:25:50,2018-05-10 18:25:50,0.098s,PASSED
setText,Firefox 60.0,,2018-05-10 18:25:50,2018-05-10 18:25:50,0.073s,PASSED
click,Firefox 60.0,,2018-05-10 18:25:50,2018-05-10 18:25:50,0.271s,PASSED
click,Firefox 60.0,,2018-05-10 18:25:50,2018-05-10 18:25:51,1.272s,PASSED
verifyElementText,Firefox 60.0,,2018-05-10 18:25:51,2018-05-10 18:25:51,0.023s,PASSED
closeBrowser,Firefox 60.0,,2018-05-10 18:25:51,2018-05-10 18:25:52,0.221s,PASSED
,,,,,,
Test Cases/Total Transaction,Firefox 60.0,,2018-05-10 18:25:52,2018-05-10 18:26:05,13.425s,PASSED
openBrowser,Firefox 60.0,,2018-05-10 18:25:52,2018-05-10 18:25:55,2.726s,PASSED
navigateToUrl,Firefox 60.0,,2018-05-10 18:25:55,2018-05-10 18:26:00,5.800s,PASSED
setText,Firefox 60.0,,2018-05-10 18:26:00,2018-05-10 18:26:01,0.101s,PASSED
setText,Firefox 60.0,,2018-05-10 18:26:01,2018-05-10 18:26:01,0.089s,PASSED
click,Firefox 60.0,,2018-05-10 18:26:01,2018-05-10 18:26:01,0.280s,PASSED
click,Firefox 60.0,,2018-05-10 18:26:01,2018-05-10 18:26:02,1.295s,PASSED
click,Firefox 60.0,,2018-05-10 18:26:02,2018-05-10 18:26:03,0.741s,PASSED
click,Firefox 60.0,,2018-05-10 18:26:03,2018-05-10 18:26:03,0.229s,PASSED
click,Firefox 60.0,,2018-05-10 18:26:03,2018-05-10 18:26:03,0.229s,PASSED
click,Firefox 60.0,,2018-05-10 18:26:03,2018-05-10 18:26:04,0.224s,PASSED
click,Firefox 60.0,,2018-05-10 18:26:04,2018-05-10 18:26:04,0.231s,PASSED
click,Firefox 60.0,,2018-05-10 18:26:04,2018-05-10 18:26:04,0.223s,PASSED
click,Firefox 60.0,,2018-05-10 18:26:04,2018-05-10 18:26:04,0.221s,PASSED
click,Firefox 60.0,,2018-05-10 18:26:04,2018-05-10 18:26:05,0.225s,PASSED
click,Firefox 60.0,,2018-05-10 18:26:05,2018-05-10 18:26:05,0.228s,PASSED
verifyElementText,Firefox 60.0,,2018-05-10 18:26:05,2018-05-10 18:26:05,0.027s,PASSED
verifyElementText,Firefox 60.0,,2018-05-10 18:26:05,2018-05-10 18:26:05,0.018s,PASSED
verifyElementText,Firefox 60.0,,2018-05-10 18:26:05,2018-05-10 18:26:05,0.020s,PASSED
verifyElementText,Firefox 60.0,,2018-05-10 18:26:05,2018-05-10 18:26:05,0.019s,PASSED
verifyElementText,Firefox 60.0,,2018-05-10 18:26:05,2018-05-10 18:26:05,0.018s,PASSED
verifyElementText,Firefox 60.0,,2018-05-10 18:26:05,2018-05-10 18:26:05,0.018s,PASSED
verifyElementText,Firefox 60.0,,2018-05-10 18:26:05,2018-05-10 18:26:05,0.018s,PASSED
verifyElementText,Firefox 60.0,,2018-05-10 18:26:05,2018-05-10 18:26:05,0.016s,PASSED
verifyElementText,Firefox 60.0,,2018-05-10 18:26:05,2018-05-10 18:26:05,0.014s,PASSED
closeBrowser,Firefox 60.0,,2018-05-10 18:26:05,2018-05-10 18:26:05,0.227s,PASSED
